StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,ConsentForm,AgentNameCheck,AgentTypeCheck,TopicCheck,GodspeedMETI_1,GodspeedMETI_2,GodspeedMETI_3,GodspeedMETI_4,GodspeedMETI_5,GodspeedMETI_6,GodspeedMETI_7,GodspeedMETI_8,GodspeedMETI_9,GodspeedMETI_10,GodspeedMETI_11,GodspeedMETI_12,GodspeedMETI_13,GodspeedMETI_14,GodspeedMETI_15,GodspeedMETI_16,GodspeedMETI_17,GodspeedMETI_18,GodspeedMETI_19,GodspeedMETI_20,GodspeedMETI_21,GodspeedMETI_22,GodspeedMETI_23,GodspeedMETI_24,GodspeedMETI_25,GodspeedMETI_26,GodspeedMETI_28,GodspeedMETI_29,Appelman_1,Appelman_2,Appelman_3,Appelman_4,Appelman_5,Appelman_6,TrustBehaviour_1,TrustBehaviour_2,TrustBehaviour_3,TrustBehaviour_4,TrustBehaviour_5,TrustBehaviour_6,TrustBehaviour_7,TrustBehaviour_8,TrustBehaviour_9,AIChatbotsFrequency,ScienceContent,AIChatbotsUsed,Experience_1,Experience_2,Experience_3,Experience_4,Experience_5,Experience_6,Experience_7,Experience_8,Experience_9,Experience_10,Experience_11,Age_1,Gender,Gender_4_TEXT,Sex,English,Languages,Languages_11_TEXT,Education,Unrealistic,Unrealistic_2_TEXT,Unrealistic_coded,TechnicalIssues,SurveyTopicCheck,SurveyTopicCheck_coded,Condition,Reread,completion_code
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Q_RecaptchaScore,"Study Title: Perceptions of Communicated Information

Faculty Supervisor: Jonathan Fugelsang, PhD, Department of Psychology, University of Waterloo. Phone: 1-519-888-4567 x47197, Email: jafugels@uwaterloo.ca

Student Investigator: Caroline Simpson, Department of Psychology, University of Waterloo. Email: caroline.simpson@uwaterloo.ca



This letter explains what the study is about, possible risks and benefits, and your rights as a research participant. You may print/save a copy for your records. If you do not understand something in the letter, please contact one of the investigators named above before consenting to participate.



What is the study about?

You are invited to participate in an undergraduate research study about perceptions of communicated information. The purpose of the study is to find out what impacts perception of information communicated through written content. This is important because we live in a world where more communication is happening asynchronously through online media and perceptions can impact knowledge sharing.



What does participation involve?

Participation in the study will consist of an online anonymous questionnaire that takes approximately 15 minutes. You will first be asked to read descriptions of the author of a blog post, followed by the blog post itself. You will then be asked some questions about the author, the content, and your perceptions of both. You will also be asked a series of questions related to your technology use. Finally, you will be asked some demographic questions (i.e. age, education level, gender, sex, and English as a first language) which will be used to describe the characteristics of participants in this study as well as to examine differences and trends across these characteristics.



Who may participate in the study?

To participate in the study, you need to be fluent in English.



Is participation in the study voluntary?

Your participation in this study is voluntary. You may decline to answer any question(s) you prefer not to answer by skipping to the next question and may stop participating at any time by not submitting your responses and closing your web browser. Once data has been collected, you may request your data be removed from the study up until 30 days from the day of your participation by contacting one of the researchers above with your unique completion code.



Will I receive anything for participating in the study?

If you participate in this study, you will receive $2.00 USD. If you decide to stop participating early, please click through to the end to receive credit.



What are the possible benefits of the study?

Participation in this study will not provide any personal benefit to you. Data from this study may contribute to theoretical knowledge about cognition and how our brains work.



What are the risks associated with the study?

There are no known or anticipated risks associated with participation in this study. If a question or the topic makes you uncomfortable, you can choose not to provide a response.



How is data collected, stored, and protected?

Your identity will be confidential. Furthermore, because the interest of this study is in the average responses of the entire group of participants, you will not be identified individually in any way in any written reports of this research.



This survey is hosted by Qualtrics, which has multiple safeguards in place, although no Internet transmission is ever fully secure. Please Note: We do not collect or use internet protocol (IP) addresses or other information which could link your participation to your computer or electronic device.


The collected research, with identifying information removed, data will be securely stored on secure University of Waterloo Servers or as needed, on encrypted external drives, for a minimum of seven years, and will be accessible to members of the research team only. 



The data that you provide in this study may be submitted to an online repository and / or journal (i.e., the data may be publicly available). These data will be completely deidentified/anonymized prior to submission and will be presented in aggregate form in publications. This process is integral to the research process as it allows other researchers to verify results and avoid duplicating research. Though the data is posted for the purpose listed, other individuals may access these data by accessing the open access repository. Although the dataset without identifiers may be shared publicly, your identity will always remain confidential. If you do not want to have your data used in this manner, do not consent to participate in this study.



Has the study received ethics clearance?



This study has been reviewed and received ethics clearance through a University of Waterloo Research Ethics Board (REB [#47011]) If you have questions for the Board, contact the Office of Research Ethics, toll-free at 1-833-643-2379 (Canada and USA), 1-519-888-4440, or reb@uwaterloo.ca.



Who should I contact if I have questions regarding my participation in the study?

If you have any questions about this study or need more information before you decide whether to participate, please contact one of the researchers named above.



By providing your consent, you are not waiving your legal rights or releasing the investigator(s) or involved institution(s) from their legal and professional responsibilities.",Which of these was the name of the author for the blog post you read?,What was the author?,What was the blog post that you read about?,"Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Fake | Natural","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Machinelike | Humanlike","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Unconscious | Conscious","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Artificial | Lifelike","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Dislike | Like","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Unfriendly | Friendly","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Unkind | Kind","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Unpleasant | Pleasant","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Awful | Nice","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Incompetent | Competent","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Ignorant | Knowledgeable","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Irresponsible | Responsible","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Unintelligent | Intelligent","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Foolish | Sensible","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Well Educated | Poorly Educated","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Professional | Unprofessional","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Experienced | Inexperienced","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Qualified | Unqualified","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Sincere | Insincere","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Honest | Dishonest","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Just | Unjust","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Fair | Unfair","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Moral | Immoral","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Ethical | Unethical","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Responsible | Irresponsible","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Considerate | Inconsiderate","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Set the slider to the far right |","Thinking of the author for the blog post you’ve just read, set the slider to the appropriate level between each pair of adjectives. Do not spend too much time on each item, answer with your first instinct. - Set the slider to the far left |","Thinking of the blog post you’ve just read, rate each of the following adjectives from 1 (describes very poorly) to 5 (describes very well) indicating how well it describes the content you just read? 

Do not spend too much time on each item, answer with your first instinct. - accurate","Thinking of the blog post you’ve just read, rate each of the following adjectives from 1 (describes very poorly) to 5 (describes very well) indicating how well it describes the content you just read? 

Do not spend too much time on each item, answer with your first instinct. - authentic","Thinking of the blog post you’ve just read, rate each of the following adjectives from 1 (describes very poorly) to 5 (describes very well) indicating how well it describes the content you just read? 

Do not spend too much time on each item, answer with your first instinct. - believable","Thinking of the blog post you’ve just read, rate each of the following adjectives from 1 (describes very poorly) to 5 (describes very well) indicating how well it describes the content you just read? 

Do not spend too much time on each item, answer with your first instinct. - well-written","Thinking of the blog post you’ve just read, rate each of the following adjectives from 1 (describes very poorly) to 5 (describes very well) indicating how well it describes the content you just read? 

Do not spend too much time on each item, answer with your first instinct. - boring","Thinking of the blog post you’ve just read, rate each of the following adjectives from 1 (describes very poorly) to 5 (describes very well) indicating how well it describes the content you just read? 

Do not spend too much time on each item, answer with your first instinct. - engaging","Thinking of the blog post about the new drug Velocerin, that you’ve just read, rate each of the following statements on a scale from ""Strongly disagree"" to ""Strongly agree"". Do not think too much about each statement, answer with your first instinct. - If I were to suffer from a relevant medical condition, I am likely to use Velocerin.","Thinking of the blog post about the new drug Velocerin, that you’ve just read, rate each of the following statements on a scale from ""Strongly disagree"" to ""Strongly agree"". Do not think too much about each statement, answer with your first instinct. - I would share the information in the article with a close friend or family member who may benefit from the medication described.","Thinking of the blog post about the new drug Velocerin, that you’ve just read, rate each of the following statements on a scale from ""Strongly disagree"" to ""Strongly agree"". Do not think too much about each statement, answer with your first instinct. - I believe the claims made about Velocerin in this article.","Thinking of the blog post about the new drug Velocerin, that you’ve just read, rate each of the following statements on a scale from ""Strongly disagree"" to ""Strongly agree"". Do not think too much about each statement, answer with your first instinct. - I do not have confidence in Velocerin based on what I have read.","Thinking of the blog post about the new drug Velocerin, that you’ve just read, rate each of the following statements on a scale from ""Strongly disagree"" to ""Strongly agree"". Do not think too much about each statement, answer with your first instinct. - The blog post is not trustworthy enough for me to share on social media, if I were a person who shares links on social media.","Thinking of the blog post about the new drug Velocerin, that you’ve just read, rate each of the following statements on a scale from ""Strongly disagree"" to ""Strongly agree"". Do not think too much about each statement, answer with your first instinct. - If I were suffering from a relevant medical condition, I would look into Velocerin more after reading this blog post.","Thinking of the blog post about the new drug Velocerin, that you’ve just read, rate each of the following statements on a scale from ""Strongly disagree"" to ""Strongly agree"". Do not think too much about each statement, answer with your first instinct. - I would ask the author of this blog post to summarize scientific content for me in the future.","Thinking of the blog post about the new drug Velocerin, that you’ve just read, rate each of the following statements on a scale from ""Strongly disagree"" to ""Strongly agree"". Do not think too much about each statement, answer with your first instinct. - I would read articles by the author of this blog post in the future if they were on a topic that was of interest to me.","Thinking of the blog post about the new drug Velocerin, that you’ve just read, rate each of the following statements on a scale from ""Strongly disagree"" to ""Strongly agree"". Do not think too much about each statement, answer with your first instinct. - After reading this blog post I have enough information to make an informed decision about Velocerin.","How often do you use generative AI chatbots, such as ChatGPT, Claude, Gemini, Copilot, or Grok?",How often do you consume media similar to what was presented in the blog post?,Which generative AI chatbots have you used?,On a scale from Strongly disagree to Strongly agree indicate how much you agree with the statements below. - I intend to use a generative AI chatbot in the future.,On a scale from Strongly disagree to Strongly agree indicate how much you agree with the statements below. - I would ask a generative AI chatbot to summarize scientific information for me.,On a scale from Strongly disagree to Strongly agree indicate how much you agree with the statements below. - I would ask a generative AI chatbot to create non-scientific content for me.,On a scale from Strongly disagree to Strongly agree indicate how much you agree with the statements below. - The content I read today has changed my opinion on generative AI chatbots.,On a scale from Strongly disagree to Strongly agree indicate how much you agree with the statements below. - I am afraid of generative AI chatbots as they exist today.,On a scale from Strongly disagree to Strongly agree indicate how much you agree with the statements below. - I am afraid of the potential future of generative AI.,On a scale from Strongly disagree to Strongly agree indicate how much you agree with the statements below. - I could write content similar to the blog post I read in this study.,On a scale from Strongly disagree to Strongly agree indicate how much you agree with the statements below. - I have a strong background in science.,On a scale from Strongly disagree to Strongly agree indicate how much you agree with the statements below. - I have professional experience related to the content of the blog post in the study.,On a scale from Strongly disagree to Strongly agree indicate how much you agree with the statements below. - I have professional experience writing content.,On a scale from Strongly disagree to Strongly agree indicate how much you agree with the statements below. - I have professional experience in a communication related field.,How old are you? - Age,How do you describe yourself? - Selected Choice,How do you describe yourself? - Prefer to self-describe - Text,Sex assigned at birth?,Was English your first language learned at home in childhood?,Which languages do you speak fluently? (Check all that apply) - Selected Choice,Which languages do you speak fluently? (Check all that apply) - Other (please list) - Text,Level of Education completed (Canada),"Did any parts of this survey seem unrealistic or confusing to you, and if so, which ones? - Selected Choice","Did any parts of this survey seem unrealistic or confusing to you, and if so, which ones? - Yes - Text",Manual coding of values in Unrealistic_2_TEXT,Did you experience any technical issues or interruptions during this experiment?,"In approximately 1 sentence, please tell us what you think this study is about.",Manual coding of values in SurveyTopicCheck,Condition,Reread,completion_code
"{""ImportId"":""startDate"",""timeZone"":""America/New_York""}","{""ImportId"":""endDate"",""timeZone"":""America/New_York""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/New_York""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""QID3""}","{""ImportId"":""QID9""}","{""ImportId"":""QID12""}","{""ImportId"":""QID10""}","{""ImportId"":""QID56_1""}","{""ImportId"":""QID56_2""}","{""ImportId"":""QID56_3""}","{""ImportId"":""QID56_4""}","{""ImportId"":""QID56_5""}","{""ImportId"":""QID56_6""}","{""ImportId"":""QID56_7""}","{""ImportId"":""QID56_8""}","{""ImportId"":""QID56_9""}","{""ImportId"":""QID56_10""}","{""ImportId"":""QID56_11""}","{""ImportId"":""QID56_12""}","{""ImportId"":""QID56_13""}","{""ImportId"":""QID56_14""}","{""ImportId"":""QID56_15""}","{""ImportId"":""QID56_16""}","{""ImportId"":""QID56_17""}","{""ImportId"":""QID56_18""}","{""ImportId"":""QID56_19""}","{""ImportId"":""QID56_20""}","{""ImportId"":""QID56_21""}","{""ImportId"":""QID56_22""}","{""ImportId"":""QID56_23""}","{""ImportId"":""QID56_24""}","{""ImportId"":""QID56_25""}","{""ImportId"":""QID56_26""}","{""ImportId"":""QID56_28""}","{""ImportId"":""QID56_29""}","{""ImportId"":""QID74_1""}","{""ImportId"":""QID74_2""}","{""ImportId"":""QID74_3""}","{""ImportId"":""QID74_4""}","{""ImportId"":""QID74_5""}","{""ImportId"":""QID74_6""}","{""ImportId"":""QID76_1""}","{""ImportId"":""QID76_3""}","{""ImportId"":""QID76_4""}","{""ImportId"":""QID76_5""}","{""ImportId"":""QID76_6""}","{""ImportId"":""QID76_8""}","{""ImportId"":""QID76_11""}","{""ImportId"":""QID76_12""}","{""ImportId"":""QID76_13""}","{""ImportId"":""QID64""}","{""ImportId"":""QID82""}","{""ImportId"":""QID71""}","{""ImportId"":""QID81_1""}","{""ImportId"":""QID81_2""}","{""ImportId"":""QID81_3""}","{""ImportId"":""QID81_4""}","{""ImportId"":""QID81_5""}","{""ImportId"":""QID81_6""}","{""ImportId"":""QID81_7""}","{""ImportId"":""QID81_8""}","{""ImportId"":""QID81_9""}","{""ImportId"":""QID81_10""}","{""ImportId"":""QID81_11""}","{""ImportId"":""QID62_1""}","{""ImportId"":""QID25""}","{""ImportId"":""QID25_4_TEXT""}","{""ImportId"":""QID26""}","{""ImportId"":""QID28""}","{""ImportId"":""QID29""}","{""ImportId"":""QID29_11_TEXT""}","{""ImportId"":""QID40""}","{""ImportId"":""QID65""}","{""ImportId"":""QID65_2_TEXT""}","{""ImportId"":""QID65_2_TEXT_manual""}","{""ImportId"":""QID66""}","{""ImportId"":""QID68_TEXT""}","{""ImportId"":""QID68_TEXT_manual""}","{""ImportId"":""Condition""}","{""ImportId"":""Reread""}","{""ImportId"":""completion_code""}"
2024-11-29 11:44,2024-11-29 11:57,0,100,776,1,2024-11-29 11:57,R_7CTcPsURGweEDGF,anonymous,EN,1,1,6,1,1,90,88,86,91,69,74,94,90,89,92,90,90,95,95,13,16,26,11,8,12,13,17,8,28,10,26,100,0,2,-1,1,1,-2,1,18,18,18,16,16,20,19,19,19,4,4,1,5,3,3,3,1,3,3,2,4,4,2,37,3,,2,1,1,,7,1,,0,1,To see what people think about generative ai.,1,Low,0,GR8QXGRJ2MTP
2024-11-29 11:51,2024-11-29 11:59,0,100,489,1,2024-11-29 11:59,R_10rZ6YoCaGhuFvb,anonymous,EN,1,1,1,1,1,0,0,0,0,50,50,50,50,50,100,100,50,50,50,50,0,50,0,50,50,50,50,50,50,50,50,100,0,0,0,0,-1,0,0,19,19,19,18,18,20,20,18,17,2,3,"1,3,4",4,4,4,1,2,2,4,3,1,1,1,36,2,,1,1,1,,7,1,,0,1,How we perceive and evaluate AI generated content.,1,Medium,0,2AXYYV4C68JU
2024-11-29 11:51,2024-11-29 12:01,0,100,615,1,2024-11-29 12:01,R_1QlBaKg0qsRnZBf,anonymous,EN,1,1,1,1,1,63,44,33,40,75,56,52,70,81,78,84,71,93,50,4,14,36,9,41,34,36,45,50,27,21,50,100,0,0,0,0,1,-1,2,19,20,18,19,17,21,20,20,17,3,4,"1,3,4",5,5,4,3,2,2,3,2,1,2,2,30,2,,1,1,1,,7,1,,0,1,My thoughts on information created by an AI,1,Medium,0,47LUD5F3C8LT
2024-11-29 11:58,2024-11-29 12:04,0,100,355,1,2024-11-29 12:04,R_6JKMC1hlSdK8JVg,anonymous,EN,1,1,6,1,1,29,0,0,1,82,50,50,69,68,81,79,68,50,86,30,28,50,34,31,16,31,24,23,30,22,50,100,0,1,0,1,1,-1,1,19,20,20,16,16,20,18,20,17,3,4,"1,4",3,4,3,2,2,3,4,2,1,4,4,30,3,,2,1,1,,7,1,,0,1,How we rate content based on who we think wrote it.,3,Low,0,9J2GHBBAC6C5
2024-11-29 11:57,2024-11-29 12:11,0,100,807,1,2024-11-29 12:11,R_3lQAjdGep2lCoMV,anonymous,EN,1,1,2,2,1,93,100,97,100,81,84,83,83,88,99,96,85,99,88,6,4,4,10,18,13,31,12,20,11,9,14,100,0,1,1,1,1,-2,1,19,20,19,17,16,20,20,20,18,5,6,"4,5",4,4,4,1,2,2,3,3,2,2,2,63,2,,1,1,1,,7,1,,0,1,"How much we trust generative AI content versus that created by humans, especially in science-related fields.",1,High,0,HNLUTARNUNHT
2024-11-29 11:59,2024-11-29 12:12,0,100,777,1,2024-11-29 12:12,R_6Yp1pz8tHqgHXVL,anonymous,EN,0.699999988,1,2,2,1,84,88,86,89,89,82,91,84,84,81,93,79,86,95,24,11,11,15,20,14,33,10,13,22,22,24,100,0,2,2,1,1,-1,1,19,19,19,17,18,19,20,21,19,3,3,"1,3",4,4,3,2,3,3,3,4,4,2,3,44,2,,1,1,1,,7,1,,0,1,How people think and feel about medicine and AI.,1,High,0,W4X7G6BHEQ7C
2024-11-29 12:03,2024-11-29 12:15,0,100,695,1,2024-11-29 12:15,R_6q9i5Gjza68LPvt,anonymous,EN,1,1,6,1,1,92,90,52,66,59,92,50,50,50,71,90,82,88,79,0,17,6,0,50,15,9,50,50,45,26,50,100,0,0,0,1,1,1,0,16,17,19,19,19,19,19,20,16,3,3,"1,3,4",4,4,4,1,2,4,4,1,1,1,1,47,3,,2,1,1,,4,1,,0,1,I think the study is to judge people's perceptions on if they trust AI theories.,1,Low,0,QJZCURQZ2KVJ
2024-11-29 12:20,2024-11-29 12:24,0,100,261,1,2024-11-29 12:24,R_1dHzMlM7xXeR9Em,anonymous,EN,1,1,1,1,1,0,0,0,0,71,50,50,50,50,50,0,49,50,50,50,0,100,100,50,50,50,50,50,50,50,50,100,0,0,0,0,1,0,1,18,19,19,17,21,21,19,19,15,3,2,"1,2,3,4,5",5,5,5,1,1,1,5,4,1,5,4,34,2,,1,1,1,,5,1,,0,1,I don't know what this survey is about.,5,Medium,0,JH6NK6EVLN39
